what,kind,bundleId,bundleVersion,description,time
stopped,bundle,org.eclipse.team.cvs.ui,3.3.100.I20080604,org.eclipse.team.cvs.ui,1224611710437
stopped,bundle,org.eclipse.team.ui,3.4.0.I20080604,org.eclipse.team.ui,1224611710468
stopped,bundle,org.eclipse.compare,3.4.0.I20080604,org.eclipse.compare,1224611710468
stopped,bundle,org.eclipse.ui.externaltools,3.2.0.v20080514-1542,org.eclipse.ui.externaltools,1224611710468
stopped,bundle,org.eclipse.datatools.sqltools.debugger.core,1.0.0.v200805152355,org.eclipse.datatools.sqltools.debugger.core,1224611710468
stopped,bundle,org.eclipse.datatools.sqltools.db.derby,1.0.0.v200805152355,org.eclipse.datatools.sqltools.db.derby,1224611710468
stopped,bundle,org.eclipse.datatools.sqltools.routineeditor,1.0.0.v200805261703,org.eclipse.datatools.sqltools.routineeditor,1224611710468
stopped,bundle,org.eclipse.datatools.sqltools.db.generic,1.0.0.v200805152355,org.eclipse.datatools.sqltools.db.generic,1224611710468
stopped,bundle,org.eclipse.datatools.enablement.sybase.asa.ui,1.0.1.v200805310538,org.eclipse.datatools.enablement.sybase.asa.ui,1224611710468
stopped,bundle,org.eclipse.datatools.enablement.sybase.ase.ui,1.0.1.v200805310538,org.eclipse.datatools.enablement.sybase.ase.ui,1224611710468
stopped,bundle,org.eclipse.datatools.sqltools.tablewizard,1.0.0.v200805152355,org.eclipse.datatools.sqltools.tablewizard,1224611710468
stopped,bundle,org.eclipse.datatools.sqltools.ddlgen.ui,1.0.0.v200805152355,org.eclipse.datatools.sqltools.ddlgen.ui,1224611710468
stopped,bundle,org.eclipse.datatools.sqltools.sqlbuilder,1.0.0.v200806070500,org.eclipse.datatools.sqltools.sqlbuilder,1224611710468
stopped,bundle,org.eclipse.datatools.sqltools.sqlscrapbook,1.0.0.v200806021003,org.eclipse.datatools.sqltools.sqlscrapbook,1224611710468
stopped,bundle,org.eclipse.datatools.sqltools.sqleditor,1.0.0.v200805152355,org.eclipse.datatools.sqltools.sqleditor,1224611710468
stopped,bundle,org.eclipse.wst.server.preview.adapter,1.0.100.v200805140145,org.eclipse.wst.server.preview.adapter,1224611710468
stopped,bundle,org.eclipse.wst.server.http.ui,1.0.100.v200805140145,org.eclipse.wst.server.http.ui,1224611710468
stopped,bundle,org.eclipse.wst.server.ui,1.1.0.v20080515,org.eclipse.wst.server.ui,1224611710468
stopped,bundle,org.eclipse.debug.ui,3.4.0.v20080529-1300,org.eclipse.debug.ui,1224611710468
stopped,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.0.v20080605-1731,org.eclipse.equinox.p2.ui.sdk,1224611710468
stopped,bundle,org.eclipse.equinox.p2.ui,1.0.0.v20080530-1237,org.eclipse.equinox.p2.ui,1224611710468
stopped,bundle,org.eclipse.equinox.security.ui,1.0.0.v20080603-1810,org.eclipse.equinox.security.ui,1224611710468
stopped,bundle,org.eclipse.jpt.doc.user,1.0.100.v200805280000,org.eclipse.jpt.doc.user,1224611710546
stopped,bundle,org.eclipse.ui.cheatsheets,3.3.100.v20080508,org.eclipse.ui.cheatsheets,1224611710546
stopped,bundle,org.eclipse.help.ui,3.3.100.v20080521,org.eclipse.help.ui,1224611710546
